intent_id,frequency,runtime_module,source_index,source_module,group,name_en,name_ru,intended_path,generated_modules,generated_rows,generated_enabled_rows,button_ids,actions,resolution_statuses,installed_by_catalog_ref,installed_button_id_matches,runtime_readiness
nx2512-02-L0279,K3,modeling,2,Modeling / твердотельное и параметрическое моделирование,Опорная геометрия,WCS,Рабочая система координат,C>D>W>C,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0280,K3,modeling,2,Modeling / твердотельное и параметрическое моделирование,Опорная геометрия,Orient WCS,Ориентировать WCS,V>D>O>W,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0281,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Опорная геометрия,Move WCS,Переместить WCS,T>D>M>W,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0282,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Опорная геометрия,Datum on Path,База на траектории,C>D>D>T,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0285,K5,modeling,2,Modeling / твердотельное и параметрическое моделирование,Кривые,Line,Линия,C>G>L>I,modeling,1,0,,execute_command,ambiguous,no,,blocked_ambiguous_disabled
nx2512-02-L0286,K3,modeling,2,Modeling / твердотельное и параметрическое моделирование,Кривые,Arc/Circle,Дуга или окружность,C>G>A>C,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0287,K3,modeling,2,Modeling / твердотельное и параметрическое моделирование,Кривые,Studio Spline,Студийный сплайн,C>G>S>S,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0288,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Кривые,Bridge Curve,Переходная кривая,C>G>B>C,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0289,K3,modeling,2,Modeling / твердотельное и параметрическое моделирование,Кривые,Helix,Спираль,C>G>H>E,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0290,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Кривые,Law Curve,Кривая по закону,C>G>L>C,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0291,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Кривые,Curve on Surface,Кривая на поверхности,C>U>C>S,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0292,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Кривые,Projected Curve,Проекционная кривая,C>G>P>C,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0293,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Кривые,Intersection Curve,Кривая пересечения,C>G>I>C,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0294,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Кривые,Section Curve,Секущая кривая,C>G>S>C,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0295,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Кривые,Offset Curve,Смещённая кривая,T>G>O>C,modeling,1,1,UG_SKETCH_OFFSET_CURVE,execute_command,resolved,no,UG_SKETCH_OFFSET_CURVE,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-02-L0296,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Кривые,Offset in Face,Смещение в грани,T>U>O>E,modeling,1,1,UG_SEL_FACE_PRIORITY,set_selection_filter,(none),no,UG_SEL_FACE_PRIORITY,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-02-L0297,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Кривые,Join Curves,Объединить кривые,C>G>J>C,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0298,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Кривые,Divide Curve,Разделить кривую,C>G>D>C,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0299,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Кривые,Trim Curve,Обрезать кривую,E>G>T>C,modeling,1,1,UG_SKETCH_TRIM,execute_command,resolved,no,UG_SKETCH_TRIM,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-02-L0300,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Кривые,Extend Curve,Удлинить кривую,E>G>E>C,modeling,1,1,UG_SKETCH_EXTEND,execute_command,resolved,no,UG_SKETCH_EXTEND,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-02-L0301,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Кривые,Simplify Curve,Упростить кривую,C>G>S>I,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0302,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Кривые,Fit Curve,Аппроксимировать кривую,V>G>F>C,modeling,1,1,UG_VIEW_FIT,execute_command,resolved,no,UG_VIEW_FIT,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-02-L0303,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Кривые,Composite Curve,Составная кривая,C>G>C>C,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0304,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Кривые,Extract Curve,Извлечь кривую,C>G>E>C,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0307,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Поверхности и freeform,Through Curves,По кривым,C>U>T>C,modeling,1,1,UG_MODELING_THROUGH_CURVES_FEATURE,execute_command,resolved,no,UG_MODELING_THROUGH_CURVES_FEATURE,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-02-L0308,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Поверхности и freeform,Through Curve Mesh,По сетке кривых,C>U>T>H,modeling,1,1,UG_SIM_MESH,execute_command,resolved,no,UG_SIM_MESH,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-02-L0309,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Поверхности и freeform,Studio Surface,Студийная поверхность,C>U>S>S,modeling,1,1,UG_MODELING_STUDIO_SURFACE_FEATURE,execute_command,resolved,no,UG_MODELING_STUDIO_SURFACE_FEATURE,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-02-L0310,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Поверхности и freeform,N-Sided Surface,N-сторонняя поверхность,C>U>N>S,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0311,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Поверхности и freeform,Bridge Surface,Переходная поверхность,C>U>B>S,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0312,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Поверхности и freeform,Ruled Surface,Линейчатая поверхность,C>U>R>S,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0313,K3,modeling,2,Modeling / твердотельное и параметрическое моделирование,Поверхности и freeform,Bounded Plane,Ограниченная плоскость,C>U>B>P,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0314,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Поверхности и freeform,Fill Surface,Заполнить поверхность,C>U>F>S,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0315,K3,modeling,2,Modeling / твердотельное и параметрическое моделирование,Поверхности и freeform,Trimmed Sheet,Обрезанный лист,E>U>T>S,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0316,K3,modeling,2,Modeling / твердотельное и параметрическое моделирование,Поверхности и freeform,Trim Sheet,Обрезать поверхность,E>U>T>R,modeling,1,1,UG_MODELING_TRIM_SHEET_FEATURE,execute_command,resolved,no,UG_MODELING_TRIM_SHEET_FEATURE,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-02-L0317,K3,modeling,2,Modeling / твердотельное и параметрическое моделирование,Поверхности и freeform,Extend Sheet,Удлинить поверхность,E>U>E>S,modeling,1,1,UG_MODELING_FF_EXTEND_SHEET,execute_command,(none),no,UG_MODELING_FF_EXTEND_SHEET,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-02-L0318,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Поверхности и freeform,Offset Surface,Смещение поверхности,T>U>O>T,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0319,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Поверхности и freeform,Variable Offset,Переменное смещение,T>U>V>O,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0320,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Поверхности и freeform,Face Analysis,Анализ грани,I>U>F>A,modeling,1,1,UG_SEL_FACE_PRIORITY,set_selection_filter,(none),no,UG_SEL_FACE_PRIORITY,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-02-L0321,K3,modeling,2,Modeling / твердотельное и параметрическое моделирование,Поверхности и freeform,Match Edge,Согласовать кромку,E>U>M>E,modeling,1,1,UG_SEL_EDGE_PRIORITY,set_selection_filter,(none),no,UG_SEL_EDGE_PRIORITY,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-02-L0322,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Поверхности и freeform,Match Surface,Согласовать поверхность,E>U>M>S,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0323,K3,modeling,2,Modeling / твердотельное и параметрическое моделирование,Поверхности и freeform,Global Shaping,Глобальное формоизменение,C>U>G>S,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0324,K3,modeling,2,Modeling / твердотельное и параметрическое моделирование,Поверхности и freeform,X-Form,X-форма,C>U>X>F,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0325,K3,modeling,2,Modeling / твердотельное и параметрическое моделирование,Поверхности и freeform,I-Form,I-форма,C>U>I>F,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0326,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Поверхности и freeform,Flattening and Forming,Развёртка и формование,T>U>F>F,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0329,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Синхронная технология и параметры,Move Face,Переместить грань,T>U>M>O,modeling,1,1,UG_SEL_FACE_PRIORITY,set_selection_filter,(none),no,UG_SEL_FACE_PRIORITY,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-02-L0330,K3,modeling,2,Modeling / твердотельное и параметрическое моделирование,Синхронная технология и параметры,Pull Face,Потянуть грань,C>U>P>U,modeling,1,1,UG_SEL_FACE_PRIORITY,set_selection_filter,(none),no,UG_SEL_FACE_PRIORITY,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-02-L0331,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Синхронная технология и параметры,Offset Region,Смещение области,T>F>O>R,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0332,K3,modeling,2,Modeling / твердотельное и параметрическое моделирование,Синхронная технология и параметры,Resize Face,Изменить размер грани,E>U>R>E,modeling,1,1,UG_SEL_FACE_PRIORITY,set_selection_filter,(none),no,UG_SEL_FACE_PRIORITY,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-02-L0333,K3,modeling,2,Modeling / твердотельное и параметрическое моделирование,Синхронная технология и параметры,Delete Face,Удалить грань,X>U>D>E,modeling,1,0,,execute_command,ambiguous,no,,blocked_ambiguous_disabled
nx2512-02-L0334,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Синхронная технология и параметры,Replace Face,Заменить грань,E>U>R>P,modeling,1,1,UG_SEL_FACE_PRIORITY,set_selection_filter,(none),no,UG_SEL_FACE_PRIORITY,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-02-L0335,K3,modeling,2,Modeling / твердотельное и параметрическое моделирование,Синхронная технология и параметры,Make Coplanar,Сделать компланарными,E>F>M>C,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0336,K3,modeling,2,Modeling / твердотельное и параметрическое моделирование,Синхронная технология и параметры,Make Collinear,Сделать соосными,E>G>M>C,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0337,K3,modeling,2,Modeling / твердотельное и параметрическое моделирование,Синхронная технология и параметры,Make Symmetric,Сделать симметричными,E>F>M>S,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0338,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Синхронная технология и параметры,Recognize Feature,Распознать элемент,E>F>R>F,modeling,1,1,UG_SEL_FEATURE_PRIORITY,set_selection_filter,(none),no,UG_SEL_FEATURE_PRIORITY,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-02-L0339,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Синхронная технология и параметры,Optimize Face,Оптимизировать грань,P>U>O>F,modeling,1,1,UG_SEL_FACE_PRIORITY,set_selection_filter,(none),no,UG_SEL_FACE_PRIORITY,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-02-L0340,K3,modeling,2,Modeling / твердотельное и параметрическое моделирование,Синхронная технология и параметры,Local Scale,Локальный масштаб,T>F>L>S,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0341,K5,modeling,2,Modeling / твердотельное и параметрическое моделирование,Синхронная технология и параметры,Expressions,Выражения,M>F>E>X,modeling,1,1,UG_EXPRESSIONS,execute_command,resolved,no,UG_EXPRESSIONS,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-02-L0342,K3,modeling,2,Modeling / твердотельное и параметрическое моделирование,Синхронная технология и параметры,Interpart Expressions,Междетальные выражения,M>F>I>E,modeling,1,1,UG_EXPRESSIONS,execute_command,resolved,no,UG_EXPRESSIONS,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-02-L0343,K3,modeling,2,Modeling / твердотельное и параметрическое моделирование,Синхронная технология и параметры,Part Families,Семейства деталей,M>F>P>F,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0344,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Синхронная технология и параметры,Feature Group,Группа элементов,M>F>F>G,modeling,1,1,UG_SEL_FEATURE_PRIORITY,set_selection_filter,(none),no,UG_SEL_FEATURE_PRIORITY,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-02-L0345,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Синхронная технология и параметры,Feature Browser,Обозреватель элементов,M>F>F>B,modeling,1,1,UG_SEL_FEATURE_PRIORITY,set_selection_filter,(none),no,UG_SEL_FEATURE_PRIORITY,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-02-L0346,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Синхронная технология и параметры,Feature Playback,Воспроизведение,P>F>F>P,modeling,1,1,UG_SEL_FEATURE_PRIORITY,set_selection_filter,(none),no,UG_SEL_FEATURE_PRIORITY,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-02-L0347,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Синхронная технология и параметры,Edit Dependency,Изменить зависимость,E>F>E>D,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0348,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Синхронная технология и параметры,Delay Update,Отложить обновление,P>F>D>U,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0349,K5,modeling,2,Modeling / твердотельное и параметрическое моделирование,Синхронная технология и параметры,Update Model,Обновить модель,P>F>U>M,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0350,K3,modeling,2,Modeling / твердотельное и параметрическое моделирование,Синхронная технология и параметры,Timestamp Order,Порядок построения,C>F>T>O,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-02-L0351,K4,modeling,2,Modeling / твердотельное и параметрическое моделирование,Синхронная технология и параметры,User Defined Feature,Пользовательский элемент,C>F>U>D,modeling,1,1,UG_SEL_FEATURE_PRIORITY,set_selection_filter,(none),no,UG_SEL_FEATURE_PRIORITY,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-03-L0357,K3,modeling,3,Convergent Modeling / фасетная и сеточная геометрия,"Импорт, ремонт и редактирование",Import STL,Импорт STL,C>F>I>S,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-03-L0358,K3,modeling,3,Convergent Modeling / фасетная и сеточная геометрия,"Импорт, ремонт и редактирование",Import OBJ,Импорт OBJ,C>F>I>O,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-03-L0359,K3,modeling,3,Convergent Modeling / фасетная и сеточная геометрия,"Импорт, ремонт и редактирование",Faceted Body,Фасетное тело,C>U>F>A,modeling,1,1,UG_SEL_BODY_PRIORITY,set_selection_filter,(none),no,UG_SEL_BODY_PRIORITY,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-03-L0360,K3,modeling,3,Convergent Modeling / фасетная и сеточная геометрия,"Импорт, ремонт и редактирование",Convert to Convergent Body,Преобразовать в конвергентное тело,E>B>C>C,modeling,1,1,UG_SEL_BODY_PRIORITY,set_selection_filter,(none),no,UG_SEL_BODY_PRIORITY,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-03-L0368,K3,modeling,3,Convergent Modeling / фасетная и сеточная геометрия,"Импорт, ремонт и редактирование",Offset Facet Body,Смещение сеточного тела,T>U>O>B,modeling,1,1,UG_SEL_BODY_PRIORITY,set_selection_filter,(none),no,UG_SEL_BODY_PRIORITY,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-03-L0370,K3,modeling,3,Convergent Modeling / фасетная и сеточная геометрия,"Импорт, ремонт и редактирование",Split Convergent Body,Разделить тело,C>B>S>C,modeling,1,1,UG_SEL_BODY_PRIORITY,set_selection_filter,(none),no,UG_SEL_BODY_PRIORITY,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-03-L0372,K3,modeling,3,Convergent Modeling / фасетная и сеточная геометрия,"Импорт, ремонт и редактирование",Wrap Geometry,Обернуть геометрию,C>F>W>G,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-03-L0373,K3,modeling,3,Convergent Modeling / фасетная и сеточная геометрия,"Импорт, ремонт и редактирование",Generate B-Rep,Создать B-Rep,P>F>G>B,modeling,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-04-L0379,K5,assembly,4,Assemblies / Сборки,Структура сборки,Add Component,Добавить компонент,C>C>A>D,assembly,1,1,UG_ASSEMBLIES_ADD_COMPONENT,execute_command,(none),no,UG_ASSEMBLIES_ADD_COMPONENT,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-04-L0380,K4,assembly,4,Assemblies / Сборки,Структура сборки,Create New Component,Создать компонент,C>C>C>N,assembly,1,1,UG_ASSEMBLIES_NEW_COMPONENT,execute_command,(none),no,UG_ASSEMBLIES_NEW_COMPONENT,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-04-L0381,K4,assembly,4,Assemblies / Сборки,Структура сборки,Add Existing Component,Добавить существующий,C>C>A>E,assembly,1,1,UG_SEL_COMPONENT_PRIORITY,set_selection_filter,(none),no,UG_SEL_COMPONENT_PRIORITY,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-04-L0382,K4,assembly,4,Assemblies / Сборки,Структура сборки,Replace Component,Заменить компонент,E>C>R>C,assembly,1,1,UG_ASSEMBLIES_REPLACE_COMPONENT,execute_command,(none),no,UG_ASSEMBLIES_REPLACE_COMPONENT,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-04-L0383,K4,assembly,4,Assemblies / Сборки,Структура сборки,Remove Component,Удалить компонент,X>C>R>C,assembly,1,1,UG_ASSEMBLIES_REMOVE_COMPONENT,execute_command,(none),no,UG_ASSEMBLIES_REMOVE_COMPONENT,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-04-L0384,K4,assembly,4,Assemblies / Сборки,Структура сборки,Rename Component,Переименовать,E>C>R>E,assembly,1,1,UG_SEL_COMPONENT_PRIORITY,set_selection_filter,(none),no,UG_SEL_COMPONENT_PRIORITY,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-04-L0385,K5,assembly,4,Assemblies / Сборки,Структура сборки,Make Work Part,Сделать рабочей деталью,E>C>M>W,assembly,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-04-L0386,K3,assembly,4,Assemblies / Сборки,Структура сборки,Make Displayed Part,Сделать отображаемой,V>C>M>D,assembly,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-04-L0387,K4,assembly,4,Assemblies / Сборки,Структура сборки,Open Component,Открыть компонент,C>C>O>C,assembly,1,0,,execute_command,ambiguous,no,,blocked_ambiguous_disabled
nx2512-04-L0388,K4,assembly,4,Assemblies / Сборки,Структура сборки,Close Component,Закрыть компонент,C>C>C>C,assembly,1,1,UG_SEL_COMPONENT_PRIORITY,set_selection_filter,(none),no,UG_SEL_COMPONENT_PRIORITY,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-04-L0389,K4,assembly,4,Assemblies / Сборки,Структура сборки,Promote Body,Продвинуть тело,C>C>P>B,assembly,1,1,UG_SEL_BODY_PRIORITY,set_selection_filter,(none),no,UG_SEL_BODY_PRIORITY,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-04-L0390,K3,assembly,4,Assemblies / Сборки,Структура сборки,Deformable Part,Деформируемая деталь,C>C>D>P,assembly,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-04-L0391,K4,assembly,4,Assemblies / Сборки,Структура сборки,Component Pattern,Массив компонентов,T>C>C>P,assembly,1,1,UG_SEL_COMPONENT_PRIORITY,set_selection_filter,(none),no,UG_SEL_COMPONENT_PRIORITY,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-04-L0392,K4,assembly,4,Assemblies / Сборки,Структура сборки,Mirror Assembly,Зеркальная сборка,T>C>M>A,assembly,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-04-L0393,K3,assembly,4,Assemblies / Сборки,Структура сборки,Clone Assembly,Клонировать сборку,C>C>C>A,assembly,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-04-L0394,K3,assembly,4,Assemblies / Сборки,Структура сборки,Pack and Go,Упаковать проект,C>C>P>G,assembly,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-04-L0397,K5,assembly,4,Assemblies / Сборки,Позиционирование,Assembly Constraints,Сборочные ограничения,C>K>A>C,assembly,1,1,UG_ASSEMBLIES_CONSTRAINTS,execute_command,(none),no,UG_ASSEMBLIES_CONSTRAINTS,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-04-L0398,K3,assembly,4,Assemblies / Сборки,Позиционирование,Touch/Align,Совместить,T>C>T>A,assembly,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-04-L0399,K3,assembly,4,Assemblies / Сборки,Позиционирование,Concentric,Соосность,C>C>C>O,assembly,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-04-L0400,K3,assembly,4,Assemblies / Сборки,Позиционирование,Distance,Расстояние,C>C>D>I,assembly,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-04-L0401,K3,assembly,4,Assemblies / Сборки,Позиционирование,Angle,Угол,C>C>A>N,assembly,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-04-L0402,K3,assembly,4,Assemblies / Сборки,Позиционирование,Parallel,Параллельность,C>C>P>A,assembly,1,1,UG_SKETCH_PARALLEL_CONSTRAINT,execute_command,resolved,no,UG_SKETCH_PARALLEL_CONSTRAINT,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-04-L0403,K3,assembly,4,Assemblies / Сборки,Позиционирование,Perpendicular,Перпендикулярность,C>C>P>E,assembly,1,1,UG_SKETCH_PERPENDICULAR_CONSTRAINT,execute_command,resolved,no,UG_SKETCH_PERPENDICULAR_CONSTRAINT,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-04-L0404,K3,assembly,4,Assemblies / Сборки,Позиционирование,Fit,Посадка,V>C>F>I,assembly,1,1,UG_VIEW_FIT,execute_command,resolved,no,UG_VIEW_FIT,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-04-L0405,K3,assembly,4,Assemblies / Сборки,Позиционирование,Center,Центрирование,C>C>C>E,assembly,1,0,,execute_command,ambiguous,no,,blocked_ambiguous_disabled
nx2512-04-L0406,K3,assembly,4,Assemblies / Сборки,Позиционирование,Bond,Жёсткое соединение,C>C>B>O,assembly,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-04-L0407,K4,assembly,4,Assemblies / Сборки,Позиционирование,Fix Component,Зафиксировать компонент,E>C>F>C,assembly,1,1,UG_SEL_COMPONENT_PRIORITY,set_selection_filter,(none),no,UG_SEL_COMPONENT_PRIORITY,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-04-L0408,K5,assembly,4,Assemblies / Сборки,Позиционирование,Move Component,Переместить компонент,T>C>M>V,assembly,1,1,UG_ASSEMBLIES_MOVE_COMPONENT,execute_command,(none),no,UG_ASSEMBLIES_MOVE_COMPONENT,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-04-L0409,K4,assembly,4,Assemblies / Сборки,Позиционирование,Drag Component,Перетащить компонент,T>C>D>C,assembly,1,1,UG_SEL_COMPONENT_PRIORITY,set_selection_filter,(none),no,UG_SEL_COMPONENT_PRIORITY,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-04-L0410,K4,assembly,4,Assemblies / Сборки,Позиционирование,Remember Constraints,Запомнить ограничения,C>K>R>C,assembly,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
nx2512-04-L0411,K4,assembly,4,Assemblies / Сборки,Позиционирование,Assembly Constraints Navigator,Навигатор ограничений,M>K>A>C,assembly,1,1,UG_ASSEMBLIES_CONSTRAINTS,execute_command,(none),no,UG_ASSEMBLIES_CONSTRAINTS,button_id_present_in_bootstrap_runtime_but_not_traceable_to_885
nx2512-04-L0412,K3,assembly,4,Assemblies / Сборки,Позиционирование,Positioning Task,Задача позиционирования,T>C>P>T,assembly,1,0,,execute_command,unresolved,no,,blocked_unresolved_disabled
